ID,풍속 (m/s)
TEST_09323,1.18
TEST_09324,0.93
TEST_09325,0.78
TEST_09326,0.49
TEST_09327,2.24
TEST_09328,1.18
TEST_09329,1.2
TEST_09330,0.22
TEST_09331,4.06
TEST_09332,8.26
TEST_09333,2.5
TEST_09334,1.25
TEST_09335,1.77
TEST_09336,1.28
TEST_09337,2.02
TEST_09338,0.66
TEST_09339,1.22
TEST_09340,5.54
TEST_09341,0.64
TEST_09342,1.1
TEST_09343,0.39
TEST_09344,1.26
TEST_09345,1.4
TEST_09346,0.92
TEST_09347,0.84
TEST_09348,1.52
TEST_09349,1.95
TEST_09350,0.49
TEST_09351,0.8
TEST_09352,0.96
TEST_09353,1.62
TEST_09354,0.87
TEST_09355,1.73
TEST_09356,4.28
TEST_09357,1.24
TEST_09358,4.73
TEST_09359,1.44
TEST_09360,0.19
TEST_09361,3.23
TEST_09362,1.53
TEST_09363,0.73
TEST_09364,1.26
TEST_09365,3.23
TEST_09366,4.73
TEST_09367,1.82
TEST_09368,1.52
TEST_09369,2.53
TEST_09370,2.91
TEST_09371,6.03
TEST_09372,5.31
TEST_09373,6.43
TEST_09374,2.77
TEST_09375,0.56
TEST_09376,4.77
TEST_09377,1.38
TEST_09378,1.42
TEST_09379,3.56
TEST_09380,0.98
TEST_09381,2.06
TEST_09382,0.38
TEST_09383,1.4
TEST_09384,0.6
TEST_09385,1.6
TEST_09386,3.62
TEST_09387,1.61
TEST_09388,2.35
TEST_09389,0.82
TEST_09390,0.79
TEST_09391,2.33
TEST_09392,3.78
TEST_09393,4.56
TEST_09394,1.44
TEST_09395,0.85
TEST_09396,2.43
TEST_09397,0.56
TEST_09398,1.22
TEST_09399,1.47
TEST_09400,4.68
TEST_09401,1.5
TEST_09402,1.98
TEST_09403,1.2
TEST_09404,2.89
TEST_09405,0.64
TEST_09406,4.8
TEST_09407,3.8
TEST_09408,4.06
TEST_09409,5.44
TEST_09410,1.79
TEST_09411,1.3
TEST_09412,2.21
TEST_09413,4.06
TEST_09414,1.54
TEST_09415,2.38
TEST_09416,2.62
TEST_09417,0.49
TEST_09418,2.95
TEST_09419,4.87
TEST_09420,0.86
TEST_09421,0.83
TEST_09422,0.34
TEST_09423,6.03
TEST_09424,1.54
TEST_09425,1.77
TEST_09426,1.43
TEST_09427,1.09
TEST_09428,1.1
TEST_09429,0.93
TEST_09430,2.9
TEST_09431,1.22
TEST_09432,1.04
TEST_09433,1.41
TEST_09434,1.02
TEST_09435,1.06
TEST_09436,2.93
TEST_09437,1.3
TEST_09438,3.14
TEST_09439,0.81
TEST_09440,1.01
TEST_09441,4.27
TEST_09442,2.35
TEST_09443,1.23
TEST_09444,1.53
TEST_09445,1.44
TEST_09446,0.97
TEST_09447,3.02
TEST_09448,1.72
TEST_09449,1.08
TEST_09450,0.58
TEST_09451,3.01
TEST_09452,3.63
TEST_09453,2.11
TEST_09454,0.37
TEST_09455,2.11
TEST_09456,2.85
TEST_09457,2.46
TEST_09458,1.46
TEST_09459,1.84
TEST_09460,2.38
TEST_09461,2.76
TEST_09462,1.01
TEST_09463,2.3
TEST_09464,0.78
TEST_09465,2.17
TEST_09466,0.53
TEST_09467,1.9
TEST_09468,3.03
TEST_09469,1.37
TEST_09470,2.55
TEST_09471,1.91
TEST_09472,1.47
TEST_09473,1.74
TEST_09474,4.32
TEST_09475,2.34
TEST_09476,0.59
TEST_09477,0.77
TEST_09478,1.87
TEST_09479,2.54
TEST_09480,1.59
TEST_09481,0.55
TEST_09482,0.86
TEST_09483,0.9
TEST_09484,1.94
TEST_09485,2.0
TEST_09486,0.92
TEST_09487,1.37
TEST_09488,1.87
TEST_09489,1.08
TEST_09490,0.47
TEST_09491,1.67
TEST_09492,2.1
TEST_09493,2.14
TEST_09494,1.47
TEST_09495,1.34
TEST_09496,0.71
TEST_09497,2.44
TEST_09498,4.81
TEST_09499,0.62
TEST_09500,0.4
TEST_09501,1.85
TEST_09502,0.93
TEST_09503,1.51
TEST_09504,2.27
TEST_09505,1.82
TEST_09506,0.76
TEST_09507,1.23
TEST_09508,3.63
TEST_09509,1.66
TEST_09510,1.91
TEST_09511,4.79
TEST_09512,3.34
TEST_09513,1.35
TEST_09514,0.86
TEST_09515,1.79
TEST_09516,0.78
TEST_09517,2.21
TEST_09518,0.92
TEST_09519,4.69
TEST_09520,1.88
TEST_09521,0.37
TEST_09522,3.68
TEST_09523,1.52
TEST_09524,0.71
TEST_09525,0.89
TEST_09526,0.6
TEST_09527,0.75
TEST_09528,3.31
TEST_09529,0.9
TEST_09530,1.12
TEST_09531,2.41
TEST_09532,7.22
TEST_09533,0.69
TEST_09534,0.91
TEST_09535,2.72
TEST_09536,0.5
TEST_09537,0.2
TEST_09538,1.22
TEST_09539,2.25
TEST_09540,2.27
TEST_09541,1.86
TEST_09542,1.05
TEST_09543,2.99
TEST_09544,0.87
TEST_09545,0.74
TEST_09546,4.62
TEST_09547,2.32
TEST_09548,2.74
TEST_09549,1.23
TEST_09550,2.96
TEST_09551,0.42
TEST_09552,0.76
TEST_09553,2.84
TEST_09554,3.71
TEST_09555,1.53
TEST_09556,0.97
TEST_09557,5.56
TEST_09558,1.45
TEST_09559,3.25
TEST_09560,2.3
TEST_09561,0.34
TEST_09562,0.94
TEST_09563,3.44
TEST_09564,5.15
TEST_09565,1.67
TEST_09566,5.13
TEST_09567,1.02
TEST_09568,0.71
TEST_09569,4.9
TEST_09570,1.21
TEST_09571,2.14
TEST_09572,2.92
TEST_09573,2.59
TEST_09574,2.76
TEST_09575,2.2
TEST_09576,6.09
TEST_09577,0.22
TEST_09578,0.37
TEST_09579,2.79
TEST_09580,1.92
TEST_09581,3.49
TEST_09582,0.48
TEST_09583,0.47
TEST_09584,2.04
TEST_09585,0.45
TEST_09586,0.71
TEST_09587,0.47
TEST_09588,1.68
TEST_09589,2.26
TEST_09590,0.84
TEST_09591,3.41
TEST_09592,0.61
TEST_09593,2.26
TEST_09594,0.59
TEST_09595,1.41
TEST_09596,2.79
TEST_09597,1.31
TEST_09598,1.22
TEST_09599,1.79
TEST_09600,0.65
TEST_09601,2.71
TEST_09602,1.07
TEST_09603,0.57
TEST_09604,1.29
TEST_09605,2.98
TEST_09606,1.87
TEST_09607,2.35
TEST_09608,2.05
TEST_09609,2.13
TEST_09610,0.71
TEST_09611,3.21
TEST_09612,2.56
TEST_09613,0.31
TEST_09614,3.67
TEST_09615,2.16
TEST_09616,0.52
TEST_09617,0.52
TEST_09618,0.99
TEST_09619,2.13
TEST_09620,4.88
TEST_09621,1.17
TEST_09622,7.06
TEST_09623,1.65
TEST_09624,0.19
TEST_09625,4.39
TEST_09626,3.84
TEST_09627,0.54
TEST_09628,0.91
TEST_09629,4.24
TEST_09630,5.44
TEST_09631,3.0
TEST_09632,0.54
TEST_09633,0.79
TEST_09634,1.45
TEST_09635,2.49
TEST_09636,2.74
TEST_09637,2.67
TEST_09638,0.56
TEST_09639,4.48
TEST_09640,0.26
TEST_09641,0.71
TEST_09642,5.33
TEST_09643,1.53
TEST_09644,1.2
TEST_09645,1.32
TEST_09646,3.79
TEST_09647,2.33
TEST_09648,1.31
TEST_09649,0.43
TEST_09650,0.36
TEST_09651,1.12
TEST_09652,1.1
TEST_09653,1.34
TEST_09654,5.99
TEST_09655,3.6
TEST_09656,1.42
TEST_09657,2.02
TEST_09658,1.36
TEST_09659,1.11
TEST_09660,0.29
TEST_09661,1.14
TEST_09662,2.98
TEST_09663,4.44
TEST_09664,2.49
TEST_09665,1.6
TEST_09666,3.81
TEST_09667,0.81
TEST_09668,1.48
TEST_09669,0.5
TEST_09670,1.99
TEST_09671,2.81
TEST_09672,2.41
TEST_09673,0.72
TEST_09674,1.86
TEST_09675,0.4
TEST_09676,7.06
TEST_09677,1.34
TEST_09678,0.93
TEST_09679,0.36
TEST_09680,5.3
TEST_09681,1.56
TEST_09682,7.66
TEST_09683,0.58
TEST_09684,1.99
TEST_09685,0.64
TEST_09686,1.1
TEST_09687,6.22
TEST_09688,2.85
TEST_09689,2.01
TEST_09690,2.21
TEST_09691,1.79
TEST_09692,1.9
TEST_09693,1.59
TEST_09694,1.12
TEST_09695,3.61
TEST_09696,1.41
TEST_09697,0.53
TEST_09698,0.67
TEST_09699,5.99
TEST_09700,0.82
TEST_09701,4.06
TEST_09702,2.73
TEST_09703,1.24
TEST_09704,0.86
TEST_09705,0.52
TEST_09706,0.66
TEST_09707,3.83
TEST_09708,2.98
TEST_09709,1.19
TEST_09710,1.6
TEST_09711,0.49
TEST_09712,4.43
TEST_09713,1.1
TEST_09714,1.95
TEST_09715,4.21
TEST_09716,1.36
TEST_09717,1.13
TEST_09718,0.27
TEST_09719,1.44
TEST_09720,5.26
TEST_09721,2.16
TEST_09722,1.37
TEST_09723,1.81
TEST_09724,0.17
TEST_09725,2.53
TEST_09726,0.92
TEST_09727,2.73
TEST_09728,1.04
TEST_09729,2.36
TEST_09730,2.78
TEST_09731,0.95
TEST_09732,1.52
TEST_09733,1.26
TEST_09734,0.31
TEST_09735,1.09
TEST_09736,2.15
TEST_09737,2.96
TEST_09738,1.6
TEST_09739,3.46
TEST_09740,3.33
TEST_09741,3.45
TEST_09742,1.55
TEST_09743,0.74
TEST_09744,1.75
TEST_09745,0.44
TEST_09746,1.26
TEST_09747,1.18
TEST_09748,0.89
TEST_09749,0.74
TEST_09750,1.03
TEST_09751,4.22
TEST_09752,1.53
TEST_09753,0.51
TEST_09754,2.7
TEST_09755,0.92
TEST_09756,0.73
TEST_09757,3.24
TEST_09758,7.01
TEST_09759,1.01
TEST_09760,0.27
TEST_09761,1.32
TEST_09762,1.02
TEST_09763,7.13
TEST_09764,2.27
TEST_09765,2.93
TEST_09766,5.78
TEST_09767,0.81
TEST_09768,2.57
TEST_09769,2.82
TEST_09770,4.08
TEST_09771,2.96
TEST_09772,3.42
TEST_09773,1.37
TEST_09774,4.43
TEST_09775,2.59
TEST_09776,1.42
TEST_09777,2.54
TEST_09778,0.41
TEST_09779,1.08
TEST_09780,1.73
TEST_09781,1.9
TEST_09782,1.95
TEST_09783,1.59
TEST_09784,3.01
TEST_09785,0.43
TEST_09786,1.54
TEST_09787,0.38
TEST_09788,0.55
TEST_09789,1.47
TEST_09790,3.41
TEST_09791,1.68
TEST_09792,2.13
TEST_09793,2.27
TEST_09794,1.48
TEST_09795,0.83
TEST_09796,1.54
TEST_09797,1.72
TEST_09798,2.42
TEST_09799,0.53
TEST_09800,1.1
TEST_09801,1.32
TEST_09802,2.25
TEST_09803,0.28
TEST_09804,0.22
TEST_09805,2.17
TEST_09806,2.37
TEST_09807,1.91
TEST_09808,1.64
TEST_09809,1.2
TEST_09810,7.22
TEST_09811,3.35
TEST_09812,1.24
TEST_09813,3.16
TEST_09814,1.16
TEST_09815,0.44
TEST_09816,0.54
TEST_09817,2.66
TEST_09818,1.37
TEST_09819,3.4
TEST_09820,1.74
TEST_09821,2.78
TEST_09822,1.48
TEST_09823,2.41
TEST_09824,0.77
TEST_09825,1.57
TEST_09826,2.0
TEST_09827,3.21
TEST_09828,1.02
TEST_09829,3.34
TEST_09830,1.04
TEST_09831,0.42
TEST_09832,0.33
TEST_09833,0.28
TEST_09834,2.31
TEST_09835,8.39
TEST_09836,1.02
TEST_09837,2.25
TEST_09838,2.04
TEST_09839,3.43
TEST_09840,2.6
TEST_09841,0.23
TEST_09842,0.97
TEST_09843,1.15
TEST_09844,1.57
TEST_09845,0.94
TEST_09846,1.4
TEST_09847,0.71
TEST_09848,2.61
TEST_09849,1.36
TEST_09850,2.19
TEST_09851,6.1
TEST_09852,1.76
TEST_09853,0.73
TEST_09854,2.2
TEST_09855,6.63
TEST_09856,2.65
TEST_09857,6.12
TEST_09858,0.58
TEST_09859,2.05
TEST_09860,4.09
TEST_09861,3.64
TEST_09862,1.0
TEST_09863,0.76
TEST_09864,2.42
TEST_09865,1.99
TEST_09866,1.18
TEST_09867,5.54
TEST_09868,4.62
TEST_09869,1.82
TEST_09870,2.71
TEST_09871,3.44
TEST_09872,1.11
TEST_09873,0.24
TEST_09874,0.83
TEST_09875,4.54
TEST_09876,8.52
TEST_09877,3.4
TEST_09878,0.91
TEST_09879,0.56
TEST_09880,9.35
TEST_09881,1.04
TEST_09882,1.44
TEST_09883,2.14
TEST_09884,1.45
TEST_09885,0.69
TEST_09886,0.71
TEST_09887,2.07
TEST_09888,2.0
TEST_09889,1.15
TEST_09890,5.34
TEST_09891,0.86
TEST_09892,0.49
TEST_09893,0.98
TEST_09894,4.77
TEST_09895,4.06
TEST_09896,0.69
TEST_09897,0.91
TEST_09898,7.3
TEST_09899,3.2
TEST_09900,2.57
TEST_09901,1.96
TEST_09902,1.26
TEST_09903,2.37
TEST_09904,1.15
TEST_09905,0.47
TEST_09906,2.49
TEST_09907,1.65
TEST_09908,3.49
TEST_09909,1.79
TEST_09910,1.96
TEST_09911,1.66
TEST_09912,1.46
TEST_09913,1.27
TEST_09914,3.06
TEST_09915,1.52
TEST_09916,2.88
TEST_09917,1.92
TEST_09918,1.09
TEST_09919,0.57
TEST_09920,6.42
TEST_09921,0.59
TEST_09922,0.56
TEST_09923,3.31
TEST_09924,3.98
TEST_09925,1.63
TEST_09926,2.25
TEST_09927,2.34
TEST_09928,2.47
TEST_09929,2.6
TEST_09930,0.55
TEST_09931,5.74
TEST_09932,0.76
TEST_09933,5.29
TEST_09934,0.21
TEST_09935,1.03
TEST_09936,1.2
TEST_09937,1.91
TEST_09938,2.63
TEST_09939,6.3
TEST_09940,1.53
TEST_09941,1.34
TEST_09942,4.17
TEST_09943,3.4
TEST_09944,3.82
TEST_09945,0.72
TEST_09946,1.9
TEST_09947,1.54
TEST_09948,3.77
TEST_09949,2.62
TEST_09950,2.16
TEST_09951,0.59
TEST_09952,3.19
TEST_09953,3.25
TEST_09954,0.96
TEST_09955,0.68
TEST_09956,0.72
TEST_09957,2.41
TEST_09958,2.2
TEST_09959,0.58
TEST_09960,1.17
TEST_09961,2.71
TEST_09962,1.91
TEST_09963,0.91
TEST_09964,0.89
TEST_09965,0.47
TEST_09966,0.26
TEST_09967,1.68
TEST_09968,1.11
TEST_09969,2.07
TEST_09970,1.36
TEST_09971,2.47
TEST_09972,0.92
TEST_09973,1.26
TEST_09974,0.49
TEST_09975,1.3
TEST_09976,0.34
TEST_09977,1.45
TEST_09978,2.41
TEST_09979,0.9
TEST_09980,0.27
TEST_09981,1.94
TEST_09982,0.87
TEST_09983,1.06
TEST_09984,1.06
TEST_09985,5.78
TEST_09986,0.83
TEST_09987,7.14
TEST_09988,3.76
TEST_09989,4.47
TEST_09990,1.62
TEST_09991,3.14
TEST_09992,3.51
TEST_09993,1.13
TEST_09994,2.27
TEST_09995,3.51
TEST_09996,1.92
TEST_09997,1.92
TEST_09998,4.82
TEST_09999,1.93
TEST_10000,2.09
TEST_10001,2.02
TEST_10002,3.64
TEST_10003,0.9
TEST_10004,0.67
TEST_10005,0.64
TEST_10006,2.59
TEST_10007,1.69
TEST_10008,0.91
TEST_10009,0.42
TEST_10010,3.83
TEST_10011,7.09
TEST_10012,2.16
TEST_10013,1.48
TEST_10014,3.68
TEST_10015,1.04
TEST_10016,7.22
TEST_10017,1.52
TEST_10018,6.39
TEST_10019,1.03
TEST_10020,0.78
TEST_10021,0.37
TEST_10022,4.5
TEST_10023,1.21
TEST_10024,0.96
TEST_10025,1.59
TEST_10026,2.12
TEST_10027,2.87
TEST_10028,0.75
TEST_10029,1.71
TEST_10030,8.39
TEST_10031,1.61
TEST_10032,0.36
TEST_10033,5.21
TEST_10034,6.07
TEST_10035,7.8
TEST_10036,3.61
TEST_10037,1.04
TEST_10038,2.18
TEST_10039,2.43
TEST_10040,1.58
TEST_10041,0.96
TEST_10042,4.69
TEST_10043,1.11
TEST_10044,0.84
TEST_10045,0.56
TEST_10046,2.9
TEST_10047,6.51
TEST_10048,0.99
TEST_10049,1.08
TEST_10050,6.29
TEST_10051,0.51
TEST_10052,2.63
TEST_10053,0.7
TEST_10054,3.33
TEST_10055,4.21
TEST_10056,0.79
TEST_10057,2.61
TEST_10058,8.85
TEST_10059,4.38
TEST_10060,0.17
TEST_10061,2.34
TEST_10062,1.95
TEST_10063,4.67
TEST_10064,0.93
TEST_10065,1.34
TEST_10066,0.95
TEST_10067,2.33
TEST_10068,2.8
TEST_10069,7.64
TEST_10070,0.81
TEST_10071,2.15
TEST_10072,0.41
TEST_10073,1.6
TEST_10074,2.51
TEST_10075,0.43
TEST_10076,0.66
TEST_10077,0.83
TEST_10078,1.06
TEST_10079,0.94
TEST_10080,0.61
TEST_10081,1.5
TEST_10082,6.41
TEST_10083,2.82
TEST_10084,0.78
TEST_10085,0.96
TEST_10086,0.73
TEST_10087,2.57
TEST_10088,2.86
TEST_10089,1.77
TEST_10090,0.53
TEST_10091,1.43
TEST_10092,4.98
TEST_10093,3.06
TEST_10094,4.11
TEST_10095,0.26
TEST_10096,2.16
TEST_10097,3.62
TEST_10098,1.02
TEST_10099,2.92
TEST_10100,6.03
TEST_10101,0.57
TEST_10102,0.66
TEST_10103,1.08
TEST_10104,0.67
TEST_10105,0.7
TEST_10106,4.52
TEST_10107,1.35
TEST_10108,1.4
TEST_10109,0.73
TEST_10110,3.41
TEST_10111,1.79
TEST_10112,1.42
TEST_10113,0.42
TEST_10114,0.94
TEST_10115,0.76
TEST_10116,0.24
TEST_10117,3.23
TEST_10118,2.12
TEST_10119,2.05
TEST_10120,0.48
TEST_10121,1.34
TEST_10122,1.82
TEST_10123,2.82
TEST_10124,1.73
TEST_10125,2.13
TEST_10126,3.56
TEST_10127,1.41
TEST_10128,4.99
TEST_10129,0.46
TEST_10130,0.85
TEST_10131,2.91
TEST_10132,0.6
TEST_10133,1.03
TEST_10134,0.78
TEST_10135,1.22
TEST_10136,0.36
TEST_10137,0.95
TEST_10138,0.84
TEST_10139,2.6
TEST_10140,1.75
TEST_10141,1.87
TEST_10142,0.85
TEST_10143,3.62
TEST_10144,1.64
TEST_10145,4.52
TEST_10146,0.88
TEST_10147,0.46
TEST_10148,1.31
TEST_10149,2.29
TEST_10150,3.44
TEST_10151,2.06
TEST_10152,0.8
TEST_10153,3.69
TEST_10154,3.35
TEST_10155,2.92
TEST_10156,2.17
TEST_10157,0.29
TEST_10158,2.09
TEST_10159,0.57
TEST_10160,0.43
TEST_10161,1.31
TEST_10162,1.96
TEST_10163,1.45
TEST_10164,0.41
TEST_10165,1.05
TEST_10166,1.58
TEST_10167,0.93
TEST_10168,2.58
TEST_10169,1.14
TEST_10170,2.48
TEST_10171,1.81
TEST_10172,1.9
TEST_10173,0.86
TEST_10174,2.62
TEST_10175,0.31
TEST_10176,1.0
TEST_10177,3.19
TEST_10178,1.91
TEST_10179,1.08
TEST_10180,2.3
TEST_10181,2.6
TEST_10182,2.76
TEST_10183,2.18
TEST_10184,0.82
TEST_10185,1.45
TEST_10186,0.63
TEST_10187,0.99
TEST_10188,2.16
TEST_10189,1.6
TEST_10190,1.17
TEST_10191,2.36
TEST_10192,4.97
TEST_10193,0.97
TEST_10194,3.8
TEST_10195,5.92
TEST_10196,1.88
TEST_10197,2.47
TEST_10198,3.43
TEST_10199,1.75
TEST_10200,4.04
TEST_10201,2.5
TEST_10202,2.6
TEST_10203,0.62
TEST_10204,0.63
TEST_10205,2.23
TEST_10206,3.24
TEST_10207,1.39
TEST_10208,0.69
TEST_10209,2.27
TEST_10210,0.84
TEST_10211,0.33
TEST_10212,2.42
TEST_10213,5.27
TEST_10214,1.36
TEST_10215,0.67
TEST_10216,1.88
TEST_10217,1.76
TEST_10218,1.96
TEST_10219,1.84
TEST_10220,0.93
TEST_10221,1.15
TEST_10222,0.46
TEST_10223,2.92
TEST_10224,1.29
TEST_10225,0.65
TEST_10226,0.89
TEST_10227,0.96
TEST_10228,2.58
TEST_10229,0.62
TEST_10230,4.32
TEST_10231,3.75
TEST_10232,1.33
TEST_10233,0.88
TEST_10234,3.02
TEST_10235,0.51
TEST_10236,0.85
TEST_10237,1.92
TEST_10238,1.3
TEST_10239,0.56
TEST_10240,0.68
TEST_10241,2.17
TEST_10242,2.25
TEST_10243,2.66
TEST_10244,2.28
TEST_10245,2.24
TEST_10246,0.34
TEST_10247,0.76
TEST_10248,1.55
TEST_10249,0.89
TEST_10250,1.05
TEST_10251,1.32
TEST_10252,0.76
TEST_10253,0.48
TEST_10254,2.34
TEST_10255,2.7
TEST_10256,0.92
TEST_10257,3.5
TEST_10258,2.6
TEST_10259,0.3
TEST_10260,1.55
TEST_10261,0.66
TEST_10262,3.64
TEST_10263,2.86
TEST_10264,1.07
TEST_10265,1.47
TEST_10266,0.36
TEST_10267,2.7
TEST_10268,1.85
TEST_10269,1.39
TEST_10270,3.84
TEST_10271,1.19
TEST_10272,5.49
TEST_10273,0.49
TEST_10274,0.83
TEST_10275,1.01
TEST_10276,5.14
TEST_10277,2.17
TEST_10278,2.99
TEST_10279,1.07
TEST_10280,0.23
TEST_10281,1.34
TEST_10282,3.0
TEST_10283,3.22
TEST_10284,2.66
TEST_10285,0.63
TEST_10286,3.16
TEST_10287,2.25
TEST_10288,8.19
TEST_10289,0.67
TEST_10290,5.25
TEST_10291,2.55
TEST_10292,0.85
TEST_10293,1.37
TEST_10294,0.45
TEST_10295,0.54
TEST_10296,0.43
TEST_10297,1.67
TEST_10298,3.56
TEST_10299,2.58
TEST_10300,2.42
TEST_10301,1.7
TEST_10302,0.74
TEST_10303,0.67
TEST_10304,2.0
TEST_10305,4.22
TEST_10306,2.66
TEST_10307,0.53
TEST_10308,1.65
TEST_10309,1.13
TEST_10310,2.01
TEST_10311,1.62
TEST_10312,3.45
TEST_10313,3.01
TEST_10314,1.56
TEST_10315,1.12
TEST_10316,0.83
TEST_10317,2.14
TEST_10318,3.49
TEST_10319,1.45
TEST_10320,4.66
TEST_10321,2.05
TEST_10322,3.92
TEST_10323,2.49
TEST_10324,0.87
TEST_10325,9.68
TEST_10326,2.76
TEST_10327,0.78
TEST_10328,1.06
TEST_10329,0.65
TEST_10330,1.69
TEST_10331,0.6
TEST_10332,4.0
TEST_10333,0.54
TEST_10334,1.21
TEST_10335,1.1
TEST_10336,2.7
TEST_10337,0.5
TEST_10338,1.13
TEST_10339,1.44
TEST_10340,1.11
TEST_10341,0.42
TEST_10342,1.72
TEST_10343,0.46
TEST_10344,3.02
TEST_10345,3.72
TEST_10346,1.12
TEST_10347,0.78
TEST_10348,3.33
TEST_10349,1.31
TEST_10350,2.04
TEST_10351,0.92
TEST_10352,2.67
TEST_10353,0.99
TEST_10354,0.62
TEST_10355,1.0
TEST_10356,3.0
TEST_10357,4.68
TEST_10358,1.76
TEST_10359,1.15
TEST_10360,0.8
TEST_10361,1.5
TEST_10362,2.31
TEST_10363,2.49
TEST_10364,3.39
TEST_10365,1.44
TEST_10366,2.5
TEST_10367,0.89
TEST_10368,0.73
TEST_10369,1.95
TEST_10370,0.57
TEST_10371,0.92
TEST_10372,5.02
TEST_10373,1.08
TEST_10374,0.91
TEST_10375,3.67
TEST_10376,1.18
TEST_10377,3.23
TEST_10378,4.42
TEST_10379,2.06
TEST_10380,0.78
TEST_10381,1.72
TEST_10382,0.48
TEST_10383,6.27
TEST_10384,0.64
TEST_10385,1.74
TEST_10386,1.62
TEST_10387,2.03
TEST_10388,0.61
TEST_10389,2.52
TEST_10390,1.07
TEST_10391,3.02
TEST_10392,3.4
TEST_10393,0.88
TEST_10394,1.18
TEST_10395,1.37
TEST_10396,4.09
TEST_10397,2.13
TEST_10398,4.56
TEST_10399,0.81
TEST_10400,2.56
TEST_10401,0.32
TEST_10402,2.44
TEST_10403,3.6
TEST_10404,2.97
TEST_10405,0.6
TEST_10406,1.08
TEST_10407,1.1
TEST_10408,0.46
TEST_10409,1.59
TEST_10410,2.68
TEST_10411,2.41
TEST_10412,2.25
TEST_10413,0.54
TEST_10414,0.5
TEST_10415,3.25
TEST_10416,2.07
TEST_10417,3.33
TEST_10418,0.64
TEST_10419,5.98
TEST_10420,0.26
TEST_10421,1.29
TEST_10422,2.47
TEST_10423,2.25
TEST_10424,2.9
TEST_10425,1.12
TEST_10426,3.02
TEST_10427,0.69
TEST_10428,0.85
TEST_10429,1.43
TEST_10430,2.24
TEST_10431,1.5
TEST_10432,5.88
TEST_10433,1.63
TEST_10434,0.68
TEST_10435,0.65
TEST_10436,2.34
TEST_10437,2.53
TEST_10438,0.59
TEST_10439,2.68
TEST_10440,1.75
TEST_10441,1.85
TEST_10442,2.89
TEST_10443,0.55
TEST_10444,0.46
TEST_10445,1.9
TEST_10446,2.12
TEST_10447,1.5
TEST_10448,1.05
TEST_10449,1.29
TEST_10450,4.95
TEST_10451,2.92
TEST_10452,0.66
TEST_10453,3.54
TEST_10454,1.99
TEST_10455,0.3
TEST_10456,1.68
TEST_10457,2.04
TEST_10458,2.29
TEST_10459,0.59
TEST_10460,0.95
TEST_10461,1.05
TEST_10462,0.97
TEST_10463,5.9
TEST_10464,2.4
TEST_10465,3.55
TEST_10466,0.64
TEST_10467,0.82
TEST_10468,1.04
TEST_10469,2.08
TEST_10470,0.55
TEST_10471,1.37
TEST_10472,3.7
TEST_10473,2.96
TEST_10474,0.63
TEST_10475,4.84
TEST_10476,2.24
TEST_10477,2.85
TEST_10478,0.63
TEST_10479,0.98
TEST_10480,1.73
TEST_10481,1.69
TEST_10482,0.21
TEST_10483,3.01
TEST_10484,0.82
TEST_10485,1.06
TEST_10486,0.33
TEST_10487,0.41
TEST_10488,0.75
TEST_10489,0.35
TEST_10490,0.77
TEST_10491,2.03
TEST_10492,2.77
TEST_10493,3.21
TEST_10494,0.86
TEST_10495,2.18
TEST_10496,0.81
TEST_10497,2.27
TEST_10498,8.52
TEST_10499,1.34
TEST_10500,1.68
TEST_10501,1.89
TEST_10502,1.44
TEST_10503,1.92
TEST_10504,5.35
TEST_10505,2.7
TEST_10506,1.23
TEST_10507,1.37
TEST_10508,1.51
TEST_10509,2.52
TEST_10510,1.96
TEST_10511,1.95
TEST_10512,0.74
TEST_10513,2.41
TEST_10514,5.07
TEST_10515,1.86
TEST_10516,1.47
TEST_10517,0.86
TEST_10518,1.55
TEST_10519,0.2
TEST_10520,1.75
TEST_10521,3.85
TEST_10522,0.5
TEST_10523,1.53
TEST_10524,1.93
TEST_10525,0.17
TEST_10526,1.26
TEST_10527,1.51
TEST_10528,0.83
TEST_10529,0.89
TEST_10530,4.1
TEST_10531,3.41
TEST_10532,5.45
TEST_10533,2.37
TEST_10534,0.43
TEST_10535,1.25
TEST_10536,1.3
TEST_10537,0.39
TEST_10538,5.48
TEST_10539,1.58
TEST_10540,0.55
TEST_10541,0.37
TEST_10542,3.27
TEST_10543,0.56
TEST_10544,3.23
TEST_10545,1.22
TEST_10546,0.52
TEST_10547,1.16
TEST_10548,0.93
TEST_10549,1.5
TEST_10550,0.52
TEST_10551,0.99
TEST_10552,0.67
TEST_10553,2.53
TEST_10554,3.63
TEST_10555,5.28
TEST_10556,0.98
TEST_10557,1.04
TEST_10558,0.99
TEST_10559,0.45
TEST_10560,0.99
TEST_10561,4.22
TEST_10562,2.03
TEST_10563,2.23
TEST_10564,1.98
TEST_10565,6.03
TEST_10566,0.52
TEST_10567,1.55
TEST_10568,2.08
TEST_10569,0.31
TEST_10570,2.55
TEST_10571,0.98
TEST_10572,3.56
TEST_10573,2.68
TEST_10574,1.05
TEST_10575,1.31
TEST_10576,3.0
TEST_10577,0.57
TEST_10578,0.94
TEST_10579,0.77
TEST_10580,3.39
TEST_10581,1.73
TEST_10582,1.79
TEST_10583,0.83
TEST_10584,3.75
TEST_10585,0.82
TEST_10586,1.48
TEST_10587,0.67
TEST_10588,6.43
TEST_10589,3.11
TEST_10590,1.11
TEST_10591,1.19
TEST_10592,2.79
TEST_10593,1.81
